email,ian.boucard@assemblee-nationale.fr
first_name,Michel
last_name,Zumkeller
email,michel.zumkeller@assemblee-nationale.fr
first_name,Michèle
last_name,Crouzet
email,michele.crouzet@assemblee-nationale.fr
first_name,Guillaume
last_name,Larrivé
email,guillaume.larrive@assemblee-nationale.fr
first_name,André
last_name,Villiers
email,andre.villiers@assemblee-nationale.fr
first_name,Hervé
last_name,Berville
email,herve.berville@assemblee-nationale.fr
first_name,Éric
last_name,Bothorel
email,eric.bothorel@assemblee-nationale.fr
first_name,Bruno
last_name,Joncour
email,bruno.joncour@assemblee-nationale.fr
first_name,Yannick
last_name,Kerlogot
email,yannick.kerlogot@assemblee-nationale.fr
first_name,Marc
last_name,Le Fur
email,marc.lefur@assemblee-nationale.fr
first_name,Erwan
last_name,Balanant
email,erwan.balanant@assemblee-nationale.fr
first_name,Richard
last_name,Ferrand
email,richard.ferrand@assemblee-nationale.fr
first_name,Jean-Charles
last_name,Larsonneur
email,jean-charles.larsonneur@assemblee-nationale.fr
first_name,Sandrine
last_name,Le Feur
email,sandrine.lefeur@assemblee-nationale.fr
first_name,Didier
last_name,Le Gac
email,didier.legac@assemblee-nationale.fr
first_name,Annaïg
last_name,Le Meur
email,annaig.lemeur@assemblee-nationale.fr
first_name,Graziella
last_name,Melchior
email,graziella.melchior@assemblee-nationale.fr
first_name,Liliana
last_name,Tanguy
email,liliana.tanguy@assemblee-nationale.fr
first_name,Florian
last_name,Bachelier
email,florian.bachelier@assemblee-nationale.fr
first_name,Thierry
last_name,Benoit
email,thierry.benoit@assemblee-nationale.fr
first_name,Jean-Luc
last_name,Bourgeaux
email,""
first_name,Christine
last_name,Cloarec-Le Nabour
email,Christine.Cloarec-lenabour@assemblee-nationale.fr
first_name,Mustapha
last_name,Laabid
email,mustapha.laabid@assemblee-nationale.fr
first_name,Gaël
last_name,Le Bohec
email,gael.lebohec@assemblee-nationale.fr
first_name,Laurence
last_name,Maillart-Méhaignerie
email,laurence.maillart-mehaignerie@assemblee-nationale.fr
first_name,Claudia
last_name,Rouaux
email,""
first_name,Jean-Michel
last_name,Jacques
email,jean-michel.jacques@assemblee-nationale.fr
first_name,Nicole
last_name,Le Peih
email,nicole.lepeih@assemblee-nationale.fr
first_name,Paul
last_name,Molac
email,""
first_name,Jimmy
last_name,Pahun
email,jimmy.pahun@assemblee-nationale.fr
first_name,Hervé
last_name,Pellois
email,herve.pellois@assemblee-nationale.fr
first_name,Gwendal
last_name,Rouillard
email,gwendal.rouillard@assemblee-nationale.fr
first_name,François
last_name,Cormier-Bouligeon
email,francois.cormier-bouligeon@assemblee-nationale.fr
first_name,Nadia
last_name,Essayan
email,nadia.essayan@assemblee-nationale.fr
first_name,Loïc
last_name,Kervran
email,loic.kervran@assemblee-nationale.fr
first_name,Laure
last_name,de La Raudière
email,laure.delaraudiere@assemblee-nationale.fr
first_name,Guillaume
last_name,Kasbarian
email,guillaume.kasbarian@assemblee-nationale.fr
first_name,Olivier
last_name,Marleix
email,olivier.marleix@assemblee-nationale.fr
first_name,Philippe
last_name,Vigier
email,philippe.vigier@assemblee-nationale.fr
first_name,Nicolas
last_name,Forissier
email,nicolas.forissier@assemblee-nationale.fr
first_name,François
last_name,Jolivet
email,francois.jolivet@assemblee-nationale.fr
first_name,Sophie
last_name,Auconie
email,sophie.auconie@assemblee-nationale.fr
first_name,Philippe
last_name,Chalumeau
email,philippe.chalumeau@assemblee-nationale.fr
first_name,Fabienne
last_name,Colboc
email,fabienne.colboc@assemblee-nationale.fr
first_name,Daniel
last_name,Labaronne
email,daniel.labaronne@assemblee-nationale.fr
first_name,Sabine
last_name,Thillaye
email,sabine.thillaye@assemblee-nationale.fr
first_name,Stéphane
last_name,Baudu
email,""
first_name,Pascal
last_name,Brindeau
email,""
first_name,Guillaume
last_name,Peltier
email,guillaume.peltier@assemblee-nationale.fr
first_name,Claude
last_name,de Ganay
email,claude.deganay@assemblee-nationale.fr
first_name,Jean-Pierre
last_name,Door
email,jean-pierre.door@assemblee-nationale.fr
first_name,Marianne
last_name,Dubois
email,marianne.dubois@assemblee-nationale.fr
first_name,Caroline
last_name,Janvier
email,caroline.janvier@assemblee-nationale.fr
first_name,Richard
last_name,Ramos
email,richard.ramos@assemblee-nationale.fr
first_name,Stéphanie
last_name,Rist
email,stephanie.rist@assemblee-nationale.fr
first_name,Paul-André
last_name,Colombani
email,paul-andre.colombani@assemblee-nationale.fr
first_name,Jean-Jacques
last_name,Ferrara
email,jean-jacques.ferrara@assemblee-nationale.fr
first_name,Jean-Félix
last_name,Acquaviva
email,jean-felix.acquaviva@assemblee-nationale.fr
first_name,Michel
last_name,Castellani
email,michel.castellani@assemblee-nationale.fr
first_name,Pieyre-Alexandre
last_name,Anglade
email,pieyre-alexandre.anglade@assemblee-nationale.fr
first_name,Samantha
last_name,Cazebonne
email,samantha.cazebonne@assemblee-nationale.fr
first_name,M'jid
last_name,El Guerrab
email,mjid.elguerrab@assemblee-nationale.fr
first_name,Paula
last_name,Forteza
email,paula.forteza@assemblee-nationale.fr
first_name,Anne
last_name,Genetet
email,anne.genetet@assemblee-nationale.fr
first_name,Meyer
last_name,Habib
email,meyer.habib@assemblee-nationale.fr
first_name,Alexandre
last_name,Holroyd
email,alexandre.holroyd@assemblee-nationale.fr
first_name,Amélia
last_name,Lakrafi
email,amelia.lakrafi@assemblee-nationale.fr
first_name,Roland
last_name,Lescure
email,roland.lescure@assemblee-nationale.fr
first_name,Frédéric
last_name,Petit
email,frederic.petit@assemblee-nationale.fr
first_name,Joachim
last_name,Son-Forget
email,joachim.son-forget@assemblee-nationale.fr
first_name,Pierre
last_name,Cordier
email,pierre.cordier@assemblee-nationale.fr
first_name,Bérengère
last_name,Poletti
email,berengere.poletti@assemblee-nationale.fr
first_name,Jean-Luc
last_name,Warsmann
email,jean-luc.warsmann@assemblee-nationale.fr
first_name,Valérie
last_name,Bazin-Malgras
email,valerie.bazin-malgras@assemblee-nationale.fr
first_name,Grégory
last_name,Besson-Moreau
email,gregory.besson-moreau@assemblee-nationale.fr
first_name,Gérard
last_name,Menuel
email,gerard.menuel@assemblee-nationale.fr
first_name,Antoine
last_name,Herth
email,antoine.herth@assemblee-nationale.fr
first_name,Patrick
last_name,Hetzel
email,patrick.hetzel@assemblee-nationale.fr
first_name,Philippe
last_name,Meyer
email,""
first_name,Thierry
last_name,Michels
email,thierry.michels@assemblee-nationale.fr
first_name,Frédéric
last_name,Reiss
email,frederic.reiss@assemblee-nationale.fr
first_name,Bruno
last_name,Studer
email,bruno.studer@assemblee-nationale.fr
first_name,Vincent
last_name,Thiébaut
email,vincent.thiebaut@assemblee-nationale.fr
first_name,Sylvain
last_name,Waserman
email,sylvain.waserman@assemblee-nationale.fr
first_name,Martine
last_name,Wonner
email,martine.wonner@assemblee-nationale.fr
first_name,Olivier
last_name,Becht
email,olivier.becht@assemblee-nationale.fr
first_name,Jacques
last_name,Cattin
email,jacques.cattin@assemblee-nationale.fr
first_name,Bruno
last_name,Fuchs
email,bruno.fuchs@assemblee-nationale.fr
first_name,Brigitte
last_name,Klinkert
email,""
first_name,Jean-Luc
last_name,Reitzer
email,jean-luc.reitzer@assemblee-nationale.fr
first_name,Raphaël
last_name,Schellenberger
email,raphael.schellenberger@assemblee-nationale.fr
first_name,Bérangère
last_name,Abba
email,berangere.abba@assemblee-nationale.fr
first_name,François
last_name,Cornut-Gentille
email,francois.cornut-gentille@assemblee-nationale.fr
first_name,Valérie
last_name,Beauvais
email,valerie.beauvais@assemblee-nationale.fr
first_name,Charles
last_name,de Courson
email,charles.decourson@assemblee-nationale.fr
first_name,Éric
last_name,Girardin
email,eric.girardin@assemblee-nationale.fr
first_name,Aina
last_name,Kuric
email,aina.kuric@assemblee-nationale.fr
first_name,Lise
last_name,Magnier
email,lise.magnier@assemblee-nationale.fr
first_name,Thibault
last_name,Bazin
email,thibault.bazin@assemblee-nationale.fr
first_name,Caroline
last_name,Fiat
email,caroline.fiat@assemblee-nationale.fr
first_name,Laurent
last_name,Garcia
email,laurent.garcia@assemblee-nationale.fr
first_name,Carole
last_name,Grandjean
email,carole.grandjean@assemblee-nationale.fr
first_name,Xavier
last_name,Paluszkiewicz
email,xavier.paluszkiewicz@assemblee-nationale.fr
first_name,Dominique
last_name,Potier
email,dominique.potier@assemblee-nationale.fr
first_name,Émilie
last_name,Cariou
email,emilie.cariou@assemblee-nationale.fr
first_name,Bertrand
last_name,Pancher
email,bertrand.pancher@assemblee-nationale.fr
first_name,Christophe
last_name,Arend
email,christophe.arend@assemblee-nationale.fr
first_name,Belkhir
last_name,Belhaddad
email,belkhir.belhaddad@assemblee-nationale.fr
first_name,Fabien
last_name,Di Filippo
email,fabien.difilippo@assemblee-nationale.fr
first_name,Brahim
last_name,Hammouche
email,brahim.hammouche@assemblee-nationale.fr
first_name,Richard
last_name,Lioger
email,richard.lioger@assemblee-nationale.fr
first_name,Ludovic
last_name,Mendes
email,ludovic.mendes@assemblee-nationale.fr
first_name,Isabelle
last_name,Rauch
email,isabelle.rauch@assemblee-nationale.fr
first_name,Nicole
last_name,Trisse
email,nicole.trisse@assemblee-nationale.fr
first_name,Hélène
last_name,Zannier
email,helene.zannier@assemblee-nationale.fr
first_name,Gérard
last_name,Cherpion
email,gerard.cherpion@assemblee-nationale.fr
first_name,Jean-Jacques
last_name,Gaultier
email,jean-jacques.gaultier@assemblee-nationale.fr
first_name,Christophe
last_name,Naegelen
email,christophe.naegelen@assemblee-nationale.fr
first_name,Stéphane
last_name,Viry
email,stephane.viry@assemblee-nationale.fr
first_name,Justine
last_name,Benin
email,justine.benin@assemblee-nationale.fr
first_name,Max
last_name,Mathiasin
email,max.mathiasin@assemblee-nationale.fr
first_name,Olivier
last_name,Serva
email,olivier.serva@assemblee-nationale.fr
first_name,Hélène
last_name,Vainqueur-Christophe
email,helene.vainqueur@assemblee-nationale.fr
first_name,Lénaïck
last_name,Adam
email,lenaick.adam@assemblee-nationale.fr
first_name,Gabriel
last_name,Serville
email,gabriel.serville@assemblee-nationale.fr
first_name,Aude
last_name,Bono-Vandorme
email,aude.bono-vandorme@assemblee-nationale.fr
first_name,Jean-Louis
last_name,Bricout
email,jean-louis.bricout@assemblee-nationale.fr
first_name,Marc
last_name,Delatte
email,marc.delatte@assemblee-nationale.fr
first_name,Julien
last_name,Dive
email,julien.dive@assemblee-nationale.fr
first_name,Jacques
last_name,Krabal
email,jacques.krabal@assemblee-nationale.fr
first_name,Ugo
last_name,Bernalicis
email,ugo.bernalicis@assemblee-nationale.fr
first_name,Guy
last_name,Bricout
email,guy.bricout@assemblee-nationale.fr
first_name,Alain
last_name,Bruneel
email,alain.bruneel@assemblee-nationale.fr
first_name,Anne-Laure
last_name,Cattelot
email,anne-laure.cattelot@assemblee-nationale.fr
first_name,Sébastien
last_name,Chenu
email,sebastien.chenu@assemblee-nationale.fr
first_name,Paul
last_name,Christophe
email,paul.christophe@assemblee-nationale.fr
first_name,Jennifer
last_name,De Temmerman
email,jennifer.detemmerman@assemblee-nationale.fr
first_name,Béatrice
last_name,Descamps
email,beatrice.descamps@assemblee-nationale.fr
first_name,Christophe
last_name,Di Pompeo
email,christophe.dipompeo@assemblee-nationale.fr
first_name,Dimitri
last_name,Houbron
email,dimitri.houbron@assemblee-nationale.fr
first_name,Christian
last_name,Hutin
email,christian.hutin@assemblee-nationale.fr
first_name,Sébastien
last_name,Huyghe
email,sebastien.huyghe@assemblee-nationale.fr
first_name,Charlotte
last_name,Lecocq
email,charlotte.lecocq@assemblee-nationale.fr
first_name,Vincent
last_name,Ledoux
email,vincent.ledoux@assemblee-nationale.fr
first_name,Brigitte
last_name,Liso
email,brigitte.liso@assemblee-nationale.fr
first_name,Florence
last_name,Morlighem
email,""
first_name,Catherine
last_name,Osson
email,catherine.osson@assemblee-nationale.fr
first_name,Valérie
last_name,Petit
email,valerie.petit@assemblee-nationale.fr
first_name,Adrien
last_name,Quatennens
email,adrien.quatennens@assemblee-nationale.fr
first_name,Fabien
last_name,Roussel
email,fabien.roussel@assemblee-nationale.fr
first_name,Valérie
last_name,Six
email,""
first_name,Pascal
last_name,Bois
email,pascal.bois@assemblee-nationale.fr
first_name,Carole
last_name,Bureau-Bonnard
email,carole.bureau-bonnard@assemblee-nationale.fr
first_name,Olivier
last_name,Dassault
email,olivier.dassault@assemblee-nationale.fr
first_name,Maxime
last_name,Minot
email,maxime.minot@assemblee-nationale.fr
first_name,Agnès
last_name,Thill
email,agnes.thill@assemblee-nationale.fr
first_name,Pierre
last_name,Vatin
email,pierre.vatin@assemblee-nationale.fr
first_name,Éric
last_name,Woerth
email,eric.woerth@assemblee-nationale.fr
first_name,Bruno
last_name,Bilde
email,bruno.bilde@assemblee-nationale.fr
first_name,Brigitte
last_name,Bourguignon
email,brigitte.bourguignon@assemblee-nationale.fr
first_name,Marguerite
last_name,Deprez-Audebert
email,marguerite.deprez-audebert@assemblee-nationale.fr
first_name,Pierre-Henri
last_name,Dumont
email,pierre-henri.dumont@assemblee-nationale.fr
first_name,Bruno
last_name,Duvergé
email,bruno.duverge@assemblee-nationale.fr
first_name,José
last_name,Evrard
email,jose.evrard@assemblee-nationale.fr
first_name,Daniel
last_name,Fasquelle
email,daniel.fasquelle@assemblee-nationale.fr
first_name,Marine
last_name,Le Pen
email,marine.lepen@assemblee-nationale.fr
first_name,Jacqueline
last_name,Maquet
email,jacqueline.maquet@assemblee-nationale.fr
first_name,Ludovic
last_name,Pajot
email,ludovic.pajot@assemblee-nationale.fr
first_name,Jean-Pierre
last_name,Pont
email,jean-pierre.pont@assemblee-nationale.fr
first_name,Benoit
last_name,Potterie
email,benoit.potterie@assemblee-nationale.fr
first_name,Stéphane
last_name,Demilly
email,stephane.demilly@assemblee-nationale.fr
first_name,Jean-Claude
last_name,Leclabart
email,jean-claude.leclabart@assemblee-nationale.fr
first_name,Emmanuel
last_name,Maquet
email,emmanuel.maquet@assemblee-nationale.fr
first_name,Barbara
last_name,Pompili
email,barbara.pompili@assemblee-nationale.fr
first_name,François
last_name,Ruffin
email,francois.ruffin@assemblee-nationale.fr
first_name,Stéphanie
last_name,Atger
email,""
first_name,Francis
last_name,Chouat
email,Francis.Chouat@assemblee-nationale.fr
first_name,Nicolas
last_name,Dupont-Aignan
email,nicolas.dupont-aignan@assemblee-nationale.fr
first_name,Marie
last_name,Guévenoux
email,marie.guevenoux@assemblee-nationale.fr
first_name,Franck
last_name,Marlin
email,franck.marlin@assemblee-nationale.fr
first_name,Pierre-Alain
last_name,Raphan
email,pierre-alain.raphan@assemblee-nationale.fr
first_name,Robin
last_name,Reda
email,robin.reda@assemblee-nationale.fr
first_name,Marie-Pierre
last_name,Rixain
email,marie-pierre.rixain@assemblee-nationale.fr
first_name,Laëtitia
last_name,Romeiro Dias
email,laetitia.romeirodias@assemblee-nationale.fr
first_name,Cédric
last_name,Villani
email,cedric.villani@assemblee-nationale.fr
first_name,Jean-Louis
last_name,Bourlanges
email,jean-louis.bourlanges@assemblee-nationale.fr
first_name,Céline
last_name,Calvez
email,celine.calvez@assemblee-nationale.fr
first_name,Frédérique
last_name,Dumas
email,frederique.dumas@assemblee-nationale.fr
first_name,Elsa
last_name,Faucillon
email,elsa.faucillon@assemblee-nationale.fr
first_name,Isabelle
last_name,Florennes
email,isabelle.florennes@assemblee-nationale.fr
first_name,Christine
last_name,Hennion
email,christine.hennion@assemblee-nationale.fr
first_name,Constance
last_name,Le Grip
email,constance.legrip@assemblee-nationale.fr
first_name,Jacques
last_name,Maire
email,jacques.maire@assemblee-nationale.fr
first_name,Jacques
last_name,Marilossian
email,jacques.marilossian@assemblee-nationale.fr
first_name,Bénédicte
last_name,Pételle
email,""
first_name,Florence
last_name,Provendier
email,""
first_name,Laurianne
last_name,Rossi
email,laurianne.rossi@assemblee-nationale.fr
first_name,Thierry
last_name,Solère
email,thierry.solere@assemblee-nationale.fr
first_name,Laetitia
last_name,Avia
email,laetitia.avia@assemblee-nationale.fr
first_name,Sandra
last_name,Boëlle
email,""
first_name,Pierre-Yves
last_name,Bournazel
email,pierre-yves.bournazel@assemblee-nationale.fr
first_name,Marielle
last_name,de Sarnez
email,marielle.desarnez@assemblee-nationale.fr
first_name,Olivia
last_name,Gregoire
email,olivia.gregoire@assemblee-nationale.fr
first_name,Benjamin
last_name,Griveaux
email,benjamin.griveaux@assemblee-nationale.fr
first_name,Stanislas
last_name,Guerini
email,stanislas.guerini@assemblee-nationale.fr
first_name,Brigitte
last_name,Kuster
email,brigitte.kuster@assemblee-nationale.fr
first_name,Anne-Christine
last_name,Lang
email,anne-christine.lang@assemblee-nationale.fr
first_name,Gilles
last_name,Le Gendre
email,gilles.le.gendre@assemblee-nationale.fr
first_name,Mounir
last_name,Mahjoubi
email,mounir.mahjoubi@assemblee-nationale.fr
first_name,Sylvain
last_name,Maillard
email,sylvain.maillard@assemblee-nationale.fr
first_name,Danièle
last_name,Obono
email,daniele.obono@assemblee-nationale.fr
first_name,George
last_name,Pau-Langevin
email,george.pau-langevin@assemblee-nationale.fr
first_name,Pierre
last_name,Person
email,pierre.person@assemblee-nationale.fr
first_name,Hugues
last_name,Renson
email,hugues.renson@assemblee-nationale.fr
first_name,Pacôme
last_name,Rupin
email,pacome.rupin@assemblee-nationale.fr
first_name,Buon
last_name,Tan
email,buon.tan@assemblee-nationale.fr
first_name,Sylvie
last_name,Bouchet Bellecourt
email,""
first_name,Stéphanie
last_name,Do
email,stephanie.do@assemblee-nationale.fr
first_name,Olivier
last_name,Faure
email,ofaure@assemblee-nationale.fr
first_name,Jean-Michel
last_name,Fauvergue
email,jean-michel.fauvergue@assemblee-nationale.fr
first_name,Christian
last_name,Jacob
email,christian.jacob@assemblee-nationale.fr
first_name,Rodrigue
last_name,Kokouendo
email,rodrigue.kokouendo@assemblee-nationale.fr
first_name,Patricia
last_name,Lemoine
email,""
first_name,Aude
last_name,Luquet
email,aude.luquet@assemblee-nationale.fr
first_name,Jean-François
last_name,Parigi
email,jean-francois.parigi@assemblee-nationale.fr
first_name,Michèle
last_name,Peyron
email,michele.peyron@assemblee-nationale.fr
first_name,Jean-Louis
last_name,Thiériot
email,""
first_name,Patrice
last_name,Anato
email,patrice.anato@assemblee-nationale.fr
first_name,Clémentine
last_name,Autain
email,clementine.autain@assemblee-nationale.fr
first_name,Marie-George
last_name,Buffet
email,marie-george.buffet@assemblee-nationale.fr
first_name,Sylvie
last_name,Charrière
email,sylvie.charriere@assemblee-nationale.fr
first_name,Éric
last_name,Coquerel
email,eric.coquerel@assemblee-nationale.fr
first_name,Alexis
last_name,Corbière
email,alexis.corbiere@assemblee-nationale.fr
first_name,Bastien
last_name,Lachaud
email,bastien.lachaud@assemblee-nationale.fr
first_name,Jean-Christophe
last_name,Lagarde
email,jean-christophe.lagarde@assemblee-nationale.fr
first_name,Stéphane
last_name,Peu
email,stephane.peu@assemblee-nationale.fr
first_name,Alain
last_name,Ramadier
email,alain.ramadier@assemblee-nationale.fr
first_name,Sabine
last_name,Rubin
email,sabine.rubin@assemblee-nationale.fr
first_name,Stéphane
last_name,Testé
email,stephane.teste@assemblee-nationale.fr
first_name,Dominique
last_name,Da Silva
email,dominique.dasilva@assemblee-nationale.fr
first_name,Nathalie
last_name,Elimas
email,nathalie.elimas@assemblee-nationale.fr
first_name,Fiona
last_name,Lazaar
email,fiona.lazaar@assemblee-nationale.fr
first_name,Naïma
last_name,Moutchou
email,naima.moutchou@assemblee-nationale.fr
first_name,Zivka
last_name,Park
email,zivka.park@assemblee-nationale.fr
first_name,François
last_name,Pupponi
email,francois.pupponi@assemblee-nationale.fr
first_name,Cécile
last_name,Rilhac
email,cecile.rilhac@assemblee-nationale.fr
first_name,Antoine
last_name,Savignat
email,antoine.savignat@assemblee-nationale.fr
first_name,Aurélien
last_name,Taché
email,aurelien.tache@assemblee-nationale.fr
first_name,Guillaume
last_name,Vuilletet
email,guillaume.vuilletet@assemblee-nationale.fr
first_name,Jean-Jacques
last_name,Bridey
email,jean-jacques.bridey@assemblee-nationale.fr
first_name,Gilles
last_name,Carrez
email,gilles.carrez@assemblee-nationale.fr
first_name,Frédéric
last_name,Descrozaille
email,frederic.descrozaille@assemblee-nationale.fr
first_name,Albane
last_name,Gaillot
email,albane.gaillot@assemblee-nationale.fr
first_name,Guillaume
last_name,Gouffier-Cha
email,guillaume.gouffier-cha@assemblee-nationale.fr
first_name,Michel
last_name,Herbillon
email,michel.herbillon@assemblee-nationale.fr
first_name,Jean François
last_name,Mbaye
email,jeanfrancois.mbaye@assemblee-nationale.fr
first_name,Mathilde
last_name,Panot
email,mathilde.panot@assemblee-nationale.fr
first_name,Maud
last_name,Petit
